공연시설명,공연장명,좌석수,공연건수,개막편수,상연횟수,총티켓판매수,연도,규모
미마지아트센터,눈빛극장,284,0,0,0,0,2023,1~300석 미만
진해문화센터 (진해구민회관),공연장,395,1,1,1,268,2023,300~500석 미만
진해문화센터 (진해구민회관),야외공연장,964,0,0,0,0,2023,"500~1,000석 미만"
중랑구민회관,대공연장,494,1,1,3,225,2023,300~500석 미만
중랑구민회관,소공연장,154,0,0,0,0,2023,1~300석 미만
초콜릿팩토리,초콜릿팩토리,0,1,0,28,292,2023,좌석 미상
하모니아 아트홀,1관,270,0,0,0,0,2023,1~300석 미만
하모니아 아트홀,2관,140,1,0,41,300,2023,1~300석 미만
평택시북부문예회관,대공연장,631,0,0,0,0,2023,"500~1,000석 미만"
평택시북부문예회관,소공연장,282,1,1,1,238,2023,1~300석 미만
태백문화예술회관,대공연장,762,1,1,1,369,2023,"500~1,000석 미만"
태백문화예술회관,소공연장,203,0,0,0,0,2023,1~300석 미만
태백문화예술회관,야외공연장,640,0,0,0,0,2023,"500~1,000석 미만"
봄내극장,봄내극장,95,1,1,3,258,2023,1~300석 미만
김해칠암문화센터 (칠암도서관),공연장,306,1,1,3,295,2023,300~500석 미만
열린극장,열린극장,150,3,3,11,233,2023,1~300석 미만
연우소극장,연우소극장,100,2,2,26,298,2023,1~300석 미만
예주문화예술회관,예주문화예술회관,531,0,0,0,0,2023,"500~1,000석 미만"
예주문화예술회관,무형문화재전수교육관,154,2,2,2,264,2023,1~300석 미만
북촌나래홀,북촌나래홀,100,2,0,19,241,2023,1~300석 미만
인제하늘내린센터,대공연장,656,1,1,1,308,2023,"500~1,000석 미만"
인제하늘내린센터,소극장 (폐관),243,0,0,0,0,2023,1~300석 미만
문학시어터,문학시어터,111,2,2,4,203,2023,1~300석 미만
축제극장몸짓,축제극장몸짓,124,3,3,3,300,2023,1~300석 미만
국립부산국악원,연악당,686,3,3,5,225,2023,"500~1,000석 미만"
국립부산국악원,예지당,276,2,2,4,69,2023,1~300석 미만
국립부산국악원,야외마당,300,0,0,0,0,2023,300~500석 미만
상명아트홀,1관,176,0,0,0,0,2023,1~300석 미만
상명아트홀,2관,94,1,1,7,317,2023,1~300석 미만
용산아트홀,대극장 미르,787,2,2,4,252,2023,"500~1,000석 미만"
용산아트홀,소극장 가람,304,1,1,1,4,2023,300~500석 미만
강서구민회관,우장홀,609,1,1,3,352,2023,"500~1,000석 미만"
강서구민회관,노을극장,85,0,0,0,0,2023,1~300석 미만
삼청각,일화당,150,1,0,4,221,2023,1~300석 미만
부산민주공원 공연장,큰방(중극장),419,1,1,2,337,2023,300~500석 미만
부산민주공원 공연장,작은방(소극장),116,0,0,0,0,2023,1~300석 미만
북촌창우극장,북촌창우극장,100,2,2,19,264,2023,1~300석 미만
건국대학교 새천년관,대공연장,805,1,1,1,329,2023,"500~1,000석 미만"
소극장 혜화당 (구. 까망소극장),소극장 혜화당 (구. 까망소극장),105,5,5,32,284,2023,1~300석 미만
예술공간 혜화,예술공간 혜화,110,7,6,25,267,2023,1~300석 미만
맛있는 극장,맛있는 극장,50,1,0,24,216,2023,1~300석 미만
올림아트센터 (구.스튜디오76),올림아트센터 (구.스튜디오76),210,1,0,48,384,2023,1~300석 미만
R&J씨어터(구. 연진아트홀),R&J씨어터(구. 연진아트홀),127,3,3,13,369,2023,1~300석 미만
지즐소극장,지즐소극장,84,1,0,35,283,2023,1~300석 미만
남해문화센터 (구. 남해군문화체육센터),다목적홀,910,1,1,2,232,2023,"500~1,000석 미만"
하마씨어터(구. 가든씨어터),하마씨어터(구. 가든씨어터),270,2,0,39,294,2023,1~300석 미만
루미나아트홀 (구.시온아트홀),루미나아트홀 (구. 시온아트홀),144,1,0,29,237,2023,1~300석 미만
성신여자대학교 운정그린캠퍼스,대강당,800,1,1,1,369,2023,"500~1,000석 미만"
거창문화원,상살미홀,255,1,1,2,251,2023,1~300석 미만
KT&G 상상마당 [춘천],사운드홀,200,3,3,3,166,2023,1~300석 미만
KT&G 상상마당 [춘천],야외공연장,1500,0,0,0,0,2023,"1,000~5,000석 미만"
KT&G 상상마당 [춘천],라이브스튜디오,0,1,1,2,49,2023,좌석 미상
페리지홀,페리지홀,202,6,6,6,319,2023,1~300석 미만
나비아트홀,나비아트홀,120,1,0,6,200,2023,1~300석 미만
한국콘텐츠진흥원 CKL스테이지,한국콘텐츠진흥원 CKL스테이지,190,2,2,4,370,2023,1~300석 미만
해바라기소극장 (구. 훈아트홀),해바라기소극장 (구. 훈아트홀),100,1,0,38,380,2023,1~300석 미만
여행자극장,여행자극장,100,2,1,16,336,2023,1~300석 미만
엘림아트센터,엘림홀,298,5,5,5,287,2023,1~300석 미만
엘림아트센터,챔버홀,140,0,0,0,0,2023,1~300석 미만
엘림아트센터,로비 (6F),0,0,0,0,0,2023,좌석 미상
한국소리터,지영희홀,557,1,1,1,370,2023,"500~1,000석 미만"
한국소리터,야외공연장(평택농악마을),300,0,0,0,0,2023,300~500석 미만
JCC 아트센터,콘서트홀,175,7,7,7,395,2023,1~300석 미만
JCC 아트센터,4전시장,0,0,0,0,0,2023,좌석 미상
JCC 아트센터,오디토리움,0,0,0,0,0,2023,좌석 미상
JCC 아트센터,크리에이티브 스튜디오,0,0,0,0,0,2023,좌석 미상
대한성공회 서울주교좌성당,대한성공회 서울주교좌성당,200,1,1,1,350,2023,1~300석 미만
모두누림센터,누림아트홀,372,1,1,1,339,2023,300~500석 미만
서대문문화체육회관,대극장,589,1,1,6,389,2023,"500~1,000석 미만"
서대문문화체육회관,소극장,150,0,0,0,0,2023,1~300석 미만
레미어린이극장 [광주수완],레미어린이극장 [광주수완],305,2,1,14,365,2023,300~500석 미만
트라이보울,공연장 (2층),300,3,3,3,309,2023,300~500석 미만
트라이보울,외부광장,0,0,0,0,0,2023,좌석 미상
트라이보울,커뮤니티홀 (전시장),0,0,0,0,0,2023,좌석 미상
한영아트센터,안암홀,200,1,1,1,200,2023,1~300석 미만
정읍 연지아트홀,정읍 연지아트홀,203,1,1,2,355,2023,1~300석 미만
롯데백화점 문화홀 [중동],문화홀,350,1,1,3,341,2023,300~500석 미만
다누림센터,다누림홀,210,1,1,2,230,2023,1~300석 미만
청송문화예술회관,대공연장,416,1,1,1,381,2023,300~500석 미만
청송문화예술회관,소공연장,0,0,0,0,0,2023,좌석 미상
청송문화예술회관,야외공연장,0,0,0,0,0,2023,좌석 미상
부평문화사랑방,부평문화사랑방,126,3,3,3,249,2023,1~300석 미만
에이치씨어터,익스트림씨어터 2관,180,1,0,23,288,2023,1~300석 미만
북극곰소극장(구.아뮤스소극장),북극곰소극장(구.아뮤스소극장),37,2,0,22,343,2023,1~300석 미만
공감센터,공감홀,1024,1,1,1,357,2023,"1,000~5,000석 미만"
연희예술극장,연희예술극장,115,2,2,14,256,2023,1~300석 미만
신촌문화발전소,소극장,50,2,2,8,215,2023,1~300석 미만
진천종합사회복지관,공연장,288,1,1,3,210,2023,1~300석 미만
대진대학교,실내체육관,6254,0,0,0,0,2023,"5,000~10,000석 미만"
대진대학교,예술관 소극장,50,2,2,8,307,2023,1~300석 미만
대진대학교,예술관 스튜디오극장,0,0,0,0,0,2023,좌석 미상
톤스튜디오 서울,A ROOM,39,2,2,3,206,2023,1~300석 미만
창원과학체험관,다목적강당,160,1,0,4,247,2023,1~300석 미만
비오케이아트센터(BOK아트센터),다목적공연장,220,6,6,8,292,2023,1~300석 미만
비오케이아트센터(BOK아트센터),갤러리,0,0,0,0,0,2023,좌석 미상
쌍벽루아트홀,쌍벽루아트홀,250,2,2,3,238,2023,1~300석 미만
목원대학교,체육관,200,0,0,0,0,2023,1~300석 미만
목원대학교,콘서트홀,504,1,1,1,277,2023,"500~1,000석 미만"
목원대학교,대운동장,0,0,0,0,0,2023,좌석 미상
군포시평생학습원,상상극장,87,1,1,4,339,2023,1~300석 미만
씨어터 쿰,씨어터 쿰,111,3,3,22,291,2023,1~300석 미만
예술가의 집,예술가의 집,110,3,3,3,206,2023,1~300석 미만
KT&G 상상마당 라이브홀 [부산],라이브홀,217,3,3,4,330,2023,1~300석 미만
KT&G 상상마당 라이브홀 [부산],특설무대 (야외),0,0,0,0,0,2023,좌석 미상
KT&G 상상마당 라이브홀 [부산],루프탑 (13F),0,0,0,0,0,2023,좌석 미상
KT&G 상상마당 라이브홀 [부산],댄스 스튜디오 (B1),0,0,0,0,0,2023,좌석 미상
드림아트홀 [원주],드림아트홀 [원주],150,1,1,2,199,2023,1~300석 미만
스페이스브릭 (SPACE BRICK),스페이스브릭 (SPACE BRICK),160,8,8,8,369,2023,1~300석 미만
맥거핀 서교,맥거핀 서교,0,1,0,22,308,2023,좌석 미상
설렘아트홀,설렘아트홀,52,5,5,20,352,2023,1~300석 미만
몬스터즈 크래프트 비어,몬스터즈 크래프트 비어,0,1,1,8,233,2023,좌석 미상
해녀의부엌 [북촌],해녀의부엌 [북촌],14,1,0,48,394,2023,1~300석 미만
성남소극장,성남소극장,0,1,0,15,308,2023,좌석 미상
경기섬유종합지원센터,대강당,389,1,1,2,224,2023,300~500석 미만
경기섬유종합지원센터,컨벤션홀,540,0,0,0,0,2023,"500~1,000석 미만"
기장군청,차성아트홀,383,1,1,2,312,2023,300~500석 미만
극장 PLOT,극장 PLOT,0,3,3,12,257,2023,좌석 미상
소극장 무극,소극장 무극,80,2,1,15,273,2023,1~300석 미만
연수아트홀,연수아트홀,395,1,1,1,312,2023,300~500석 미만
아트하우스,아트하우스,207,1,0,45,312,2023,1~300석 미만
스카이아트홀,스카이아트홀,987,2,1,3,262,2023,"500~1,000석 미만"
부천소극장,부천소극장,0,1,0,24,219,2023,좌석 미상
강서아트리움,아리홀,215,1,1,1,212,2023,1~300석 미만
서울아트센터,도암홀,1083,7,7,7,344,2023,"1,000~5,000석 미만"
메가박스 6층 마술극장(영통),메가박스 6층 마술극장(영통),0,2,0,7,253,2023,좌석 미상
오대호 아트팩토리,오대호 아트팩토리,0,1,0,15,386,2023,좌석 미상
모두예술극장,모두예술극장,259,1,1,2,306,2023,1~300석 미만
당진 문화공감터,공연장(4층),80,1,1,2,219,2023,1~300석 미만
한국문화의집 KOUS,한국문화의집 KOUS,230,3,3,3,117,2023,1~300석 미만
모차르트홀,모차르트홀,201,1,0,2,148,2023,1~300석 미만
성미산마을극장 향,성미산마을극장 향,101,4,4,7,102,2023,1~300석 미만
민속극장풍류,민속극장풍류,164,4,4,4,141,2023,1~300석 미만
예술나눔 터,예술나눔 터,106,1,1,11,71,2023,1~300석 미만
통영시민문화회관,대극장,880,1,1,1,134,2023,"500~1,000석 미만"
통영시민문화회관,소극장,290,0,0,0,0,2023,1~300석 미만
달성문화원,달성문화원,190,1,1,2,169,2023,1~300석 미만
강릉단오제전수교육관 (구. 단오문화관),공연장,453,2,2,2,127,2023,300~500석 미만
증평문화회관,대강당,492,1,1,3,83,2023,300~500석 미만
롯데호텔 [부산],아트홀 (폐관),704,0,0,0,0,2023,"500~1,000석 미만"
롯데호텔 [부산],크리스탈볼룸,700,0,0,0,0,2023,"500~1,000석 미만"
롯데호텔 [부산],6층 실내ㆍ야외 수영장,0,0,0,0,0,2023,좌석 미상
롯데호텔 [부산],7층 풀카페 앤 바ㆍ야외수영장,0,1,1,4,76,2023,좌석 미상
(재)구리시청소년수련관,공연장,286,1,1,1,116,2023,1~300석 미만
대전서구문화원,공연장(아트홀),269,1,1,8,72,2023,1~300석 미만
오정아트홀,오정아트홀,404,2,2,2,81,2023,300~500석 미만
엠팟홀 (구. 삼익아트홀),엠팟홀 (구. 삼익아트홀),150,2,2,4,95,2023,1~300석 미만
엠팟홀 (구. 삼익아트홀),옥상정원 (8층),0,0,0,0,0,2023,좌석 미상
군위 삼국유사교육문화회관,공연장,473,1,1,1,152,2023,300~500석 미만
서라벌문화회관,서라벌문화회관,494,1,1,3,98,2023,300~500석 미만
안동시청 대동관(구. 안동시민회관),영남홀(대공연장),884,0,0,0,0,2023,"500~1,000석 미만"
안동시청 대동관(구. 안동시민회관),낙동홀(소공연장),414,1,1,3,118,2023,300~500석 미만
수원시민회관,대강당,376,1,1,1,95,2023,300~500석 미만
소명아트홀 (구.메가폴리스아트홀),소명아트홀 (구.메가폴리스아트홀),112,2,1,10,188,2023,1~300석 미만
소나무예술극장,공연장,200,2,1,6,184,2023,1~300석 미만
안똔체홉극장,안똔체홉극장,65,1,0,12,70,2023,1~300석 미만
안똔체홉극장,애플개러지 스튜디오 (1F),0,0,0,0,0,2023,좌석 미상
연극실험실 혜화동1번지,연극실험실 혜화동1번지,70,3,3,52,166,2023,1~300석 미만
엠스테이지 [부산](구.한결아트홀),엠스테이지 [부산](구.한결아트홀),137,2,0,11,93,2023,1~300석 미만
드림시어터 [대학로],소극장,126,4,4,15,180,2023,1~300석 미만
티엘아이 아트센터,티엘아이 아트센터,244,1,1,1,84,2023,1~300석 미만
"플렉스라운지 (구. 스테이라운지, 구. 인디팍)","플렉스라운지 (구. 스테이라운지, 구. 인디팍)",150,2,2,2,174,2023,1~300석 미만
지구인아트홀 (구. 해오름 예술극장),지구인아트홀 (구. 해오름 예술극장),170,1,1,6,76,2023,1~300석 미만
성균소극장,성균소극장,100,2,2,15,122,2023,1~300석 미만
우진문화공간,우진문화공간,162,1,1,1,124,2023,1~300석 미만
대전예술가의집,누리홀,140,2,2,2,107,2023,1~300석 미만
씨어터연바람,씨어터연바람,60,1,1,1,100,2023,1~300석 미만
극장 봄 (봄소극장),극장 봄,55,4,4,15,89,2023,1~300석 미만
옵신 스페이스(구. 서촌공간 서로),옵신 스페이스(구. 서촌공간 서로),70,2,2,12,147,2023,1~300석 미만
꿈꾸는씨어터,꿈꾸는씨어터,120,2,2,4,181,2023,1~300석 미만
영광예술의전당,대공연장,579,1,1,1,149,2023,"500~1,000석 미만"
영광예술의전당,소공연장,149,0,0,0,0,2023,1~300석 미만
대학로 이음센터(한국장애인문화예술원),이음홀,80,2,2,9,103,2023,1~300석 미만
대학로 이음센터(한국장애인문화예술원),이음갤러리,40,0,0,0,0,2023,1~300석 미만
레몬트리소극장,레몬트리소극장,100,1,1,9,109,2023,1~300석 미만
국립무형유산원,대공연장,474,1,1,2,170,2023,300~500석 미만
국립무형유산원,소공연장,282,0,0,0,0,2023,1~300석 미만
소극장 길,소극장 길,100,1,0,20,128,2023,1~300석 미만
문화정원 아트홀,문화정원 아트홀,194,2,2,2,161,2023,1~300석 미만
일신홀,일신홀,189,10,10,10,73,2023,1~300석 미만
뜻밖의 극장(구. 해우소소극장),뜻밖의 극장(구. 해우소소극장),50,1,1,5,146,2023,1~300석 미만
민송아트홀 (구. 브로드웨이아트홀),1관,272,0,0,0,0,2023,1~300석 미만
민송아트홀 (구. 브로드웨이아트홀),2관,194,9,9,20,89,2023,1~300석 미만
명동대성당,꼬스트홀,476,0,0,0,0,2023,300~500석 미만
명동대성당,파밀리아 채플,200,1,1,1,96,2023,1~300석 미만
명동대성당,대성전,0,0,0,0,0,2023,좌석 미상
알펜시아 리조트,콘서트홀,640,1,1,1,75,2023,"500~1,000석 미만"
알펜시아 리조트,뮤직텐트,1314,0,0,0,0,2023,"1,000~5,000석 미만"
알펜시아 리조트,루지홀,100,0,0,0,0,2023,1~300석 미만
경성대학교 예노소극장,경성대학교 예노소극장,220,1,1,4,87,2023,1~300석 미만
베짱이홀,베짱이홀,200,2,2,2,170,2023,1~300석 미만
대원 팝콘D 스퀘어,대원 콘텐츠 라이브,220,2,2,2,123,2023,1~300석 미만
을지공간,을지공간,45,2,2,10,126,2023,1~300석 미만
미리내 마술극장,은하수홀,100,1,0,13,82,2023,1~300석 미만
파주 프로방스 마술극장,파주 프로방스 마술극장,180,1,0,21,82,2023,1~300석 미만
우란2경,우란2경,120,1,1,3,148,2023,1~300석 미만
우란2경,리허설룸,0,0,0,0,0,2023,좌석 미상
벨로주 [망원],벨로주 [망원],65,3,3,3,127,2023,1~300석 미만
베리어스 재즈클럽,베리어스 콘서트홀,250,1,1,1,86,2023,1~300석 미만
살롱 문보우,살롱 문보우,80,4,4,4,149,2023,1~300석 미만
쌀롱드무지끄,쌀롱드무지끄,20,14,14,14,119,2023,1~300석 미만
프리즘홀 (프리즘플러스),프리즘홀 (프리즘플러스),80,2,2,2,107,2023,1~300석 미만
라디오가가홀,라이브홀,200,1,1,1,122,2023,1~300석 미만
문화비축기지,문화마당,10000,0,0,0,0,2023,"10,000석 이상"
문화비축기지,T1 1번 탱크 파빌리온,200,2,2,2,112,2023,1~300석 미만
문화비축기지,2번 탱크 실내공연장,300,0,0,0,0,2023,300~500석 미만
문화비축기지,T2 야외무대,400,0,0,0,0,2023,300~500석 미만
문화비축기지,4번 탱크,250,0,0,0,0,2023,1~300석 미만
문화비축기지,원형회의실,30,0,0,0,0,2023,1~300석 미만
소극장 울림터 (극단 메카네),소극장 울림터 (극단 메카네),70,1,0,8,85,2023,1~300석 미만
카페 언플러그드,카페 언플러그드,60,2,2,2,100,2023,1~300석 미만
블라인드아트홀,블라인드아트홀,70,1,1,3,116,2023,1~300석 미만
성북정보도서관,천장산우화극장,80,2,2,14,126,2023,1~300석 미만
한양대학교 [안산],컨퍼런스홀,560,0,0,0,0,2023,"500~1,000석 미만"
한양대학교 [안산],학생회관소극장,236,0,0,0,0,2023,1~300석 미만
한양대학교 [안산],콘서트홀,0,1,1,3,125,2023,좌석 미상
G스페이스홀 (지스페이스홀),G스페이스홀 (지스페이스홀),73,3,3,3,144,2023,1~300석 미만
정약용도서관,정약용도서관,320,1,1,1,197,2023,300~500석 미만
어댑터씨어터 1관 (구.어댑터플레이스),어댑터씨어터 1관,100,1,1,9,77,2023,1~300석 미만
후암스테이지,"후암스테이지 (구. 마라카 3관, 오씨어터)",115,7,7,15,90,2023,1~300석 미만
후암스테이지,2관,0,0,0,0,0,2023,좌석 미상
세종 음악창작소 누리락,공연장,182,2,2,3,165,2023,1~300석 미만
우리소극장 [대학로],우리소극장 [대학로],114,2,0,21,150,2023,1~300석 미만
서울예술대학교,마동 예장홀,0,0,0,0,0,2023,좌석 미상
서울예술대학교,빨간대문,0,1,1,4,81,2023,좌석 미상
서울예술대학교,가동 제1스튜디오,0,1,1,1,53,2023,좌석 미상
서울예술대학교,나동 7스튜디오,0,0,0,0,0,2023,좌석 미상
메가박스 [송도],메가박스 [송도],1542,1,0,9,106,2023,"1,000~5,000석 미만"
동서울대학교,동서울대학교,0,1,1,4,171,2023,좌석 미상
중원대학교,중원소극장,0,1,1,6,128,2023,좌석 미상
음악공간 중력장,중력장,0,8,8,8,84,2023,좌석 미상
별빛극장 [남양주],별빛극장 [남양주],0,1,0,27,125,2023,좌석 미상
커먼즈필드 춘천,안녕하우스,0,1,1,1,110,2023,좌석 미상
헤르만아트홀,헤르만아트홀,120,7,7,7,137,2023,1~300석 미만
거암아트홀,거암아트홀,144,6,6,6,87,2023,1~300석 미만
고라니 특공대,고라니 특공대,0,2,2,4,79,2023,좌석 미상
스타스테이지,스타스테이지,182,4,1,8,148,2023,1~300석 미만
더퍼포머 씨어터(라스플로레스),더퍼포머 씨어터(라스플로레스),50,3,1,12,106,2023,1~300석 미만
사천세계아트서커스,사천세계아트서커스,55,1,0,31,144,2023,1~300석 미만
SCN 아트홀,소극장,60,1,1,2,87,2023,1~300석 미만
소극장 선물 2관,소극장 선물 2관,0,1,1,7,169,2023,좌석 미상
오후의 홍차,오후의 홍차,0,1,1,2,86,2023,좌석 미상
마우디 스튜디오,마우디 스튜디오,0,2,2,2,70,2023,좌석 미상
몬다코,"1층(여성의류, 소품샵)",10,0,0,0,0,2023,1~300석 미만
몬다코,2층(카페),40,1,1,4,186,2023,1~300석 미만
몬다코,3층(루프탑),40,0,0,0,0,2023,1~300석 미만
정심아트홀,정심아트홀,83,1,0,20,168,2023,1~300석 미만
더퍼포머 마술극장,더퍼포머 마술극장,0,2,1,20,160,2023,좌석 미상
롯데마트 [월드컵],행복을 주는 가족극장,50,2,1,24,173,2023,1~300석 미만
브라운핸즈 진주엠비씨,브라운핸즈 진주엠비씨,0,1,1,1,85,2023,좌석 미상
사우스반데코 호텔,사우스반데코 호텔,65,1,1,4,74,2023,1~300석 미만
유알컬쳐파크,실내공연장,200,1,1,1,82,2023,1~300석 미만
유알컬쳐파크,실외공연장,500,0,0,0,0,2023,"500~1,000석 미만"
유알컬쳐파크,전시실,80,0,0,0,0,2023,1~300석 미만
유알컬쳐파크,세미나실(대형),150,0,0,0,0,2023,1~300석 미만
유알컬쳐파크,세미나실,30,0,0,0,0,2023,1~300석 미만
강릉원주대학교 예술1호관,콘서트홀,130,1,1,1,179,2023,1~300석 미만
몸소리말조아라 센터,몸소리말조아라 센터,0,1,1,15,105,2023,좌석 미상
오산장터 커뮤니티센터,공연장,0,2,2,2,179,2023,좌석 미상
청담나인,청담나인,0,1,1,2,74,2023,좌석 미상
영산대학교 [해운대],성심오디토리움(M동),300,1,1,2,100,2023,300~500석 미만
창작공간26,공연장(B1),0,1,1,5,74,2023,좌석 미상
세라믹팔레스홀,세라믹팔레스홀,401,3,3,3,48,2023,300~500석 미만
부산예술회관,부산예술회관,240,2,2,4,61,2023,1~300석 미만
동두천시민회관,동두천시민회관,480,1,1,1,67,2023,300~500석 미만
대학로단막극장,대학로단막극장,66,1,1,6,17,2023,1~300석 미만
대학로 스카이씨어터,1관,200,0,0,0,0,2023,1~300석 미만
대학로 스카이씨어터,2관(5층 구 JK아트홀),130,1,1,4,49,2023,1~300석 미만
"제이원 씨어터 (구. 서완소극장, 구. 씨어터고리)","제이원 씨어터 (구. 서완소극장, 구. 씨어터고리)",98,1,1,12,27,2023,1~300석 미만
동숭무대소극장,동숭무대소극장,150,2,2,9,51,2023,1~300석 미만
전주한벽문화관,한벽공연장,235,2,2,2,52,2023,1~300석 미만
전주한벽문화관,화명원,0,0,0,0,0,2023,좌석 미상
전주한벽문화관,혼례마당,300,0,0,0,0,2023,300~500석 미만
전주한벽문화관,야외공연장,239,0,0,0,0,2023,1~300석 미만
소극장 공유,소극장 공유,80,2,2,13,69,2023,1~300석 미만
원주중앙청소년문화의집,소공연장,80,1,1,2,39,2023,1~300석 미만
원주중앙청소년문화의집,청년플랫폼 청년마을 (5층),80,0,0,0,0,2023,1~300석 미만
영주시민회관,영주시민회관,490,1,1,3,68,2023,300~500석 미만
국립민속국악원,예원당,644,2,2,2,16,2023,"500~1,000석 미만"
국립민속국악원,예음헌,100,1,1,1,34,2023,1~300석 미만
소극장 함세상,소극장 함세상,70,3,3,3,29,2023,1~300석 미만
코델아트홀,코델아트홀,120,2,2,17,54,2023,1~300석 미만
한옥마을아트홀,한옥마을아트홀,60,1,0,8,20,2023,1~300석 미만
놀터예술공방,놀터예술공방,50,2,2,5,50,2023,1~300석 미만
세이레아트센터,세이레아트센터,120,1,1,2,54,2023,1~300석 미만
엠스테이지(구.인사아트홀),엠스테이지(구.인사아트홀),176,2,0,17,44,2023,1~300석 미만
공간 222,공간 222,33,1,1,3,46,2023,1~300석 미만
남문로데오아트홀,남문로데오아트홀,180,1,1,1,54,2023,1~300석 미만
윤형빈소극장 [홍대],윤형빈소극장 [홍대],161,1,1,1,66,2023,1~300석 미만
서울마포음악창작소(구.뮤지스땅스),라이브홀,50,1,1,1,21,2023,1~300석 미만
복합문화공간에무,팡타 개라지,100,4,4,4,63,2023,1~300석 미만
복합문화공간에무,야외 뒷뜰 (은하수 공연장),50,0,0,0,0,2023,1~300석 미만
복합문화공간에무,에무시네마 1관 (2F),51,0,0,0,0,2023,1~300석 미만
복합문화공간에무,에무시네마 2관 (3F),52,0,0,0,0,2023,1~300석 미만
소셜베뉴 라움,마제스틱볼룸,828,2,2,2,8,2023,"500~1,000석 미만"
소셜베뉴 라움,체임버홀,384,1,0,1,8,2023,300~500석 미만
소셜베뉴 라움,그라스가든,350,0,0,0,0,2023,300~500석 미만
플랫폼-엘 컨템포러리 아트센터,플랫폼 라이브,172,1,1,1,50,2023,1~300석 미만
얼라이브홀(구. 크랙홀),얼라이브홀(구. 크랙홀),200,2,2,2,57,2023,1~300석 미만
문화공간 아이원,운당,80,5,5,5,27,2023,1~300석 미만
신영체임버홀,신영체임버홀,70,1,1,1,64,2023,1~300석 미만
더 줌 아트센터,더 줌 아트센터,128,1,1,1,47,2023,1~300석 미만
생기 스튜디오,생기 스튜디오,70,2,2,2,48,2023,1~300석 미만
진접읍주민자치센터,크낙새홀(대강당),400,1,1,1,58,2023,300~500석 미만
공상온도,공상온도,80,2,2,2,53,2023,1~300석 미만
문래재즈IN,문래재즈IN,60,3,3,3,66,2023,1~300석 미만
화도수동행정복지센터,천마홀(다목적공연장),342,1,1,1,56,2023,300~500석 미만
매지클,매지클,18,2,0,9,50,2023,1~300석 미만
두잇아카펠라 Abar,두잇아카펠라 Abar,70,1,0,6,28,2023,1~300석 미만
의정부아트캠프,CAMP BLACK (캠프블랙),80,1,1,4,19,2023,1~300석 미만
오방가르드,오방가르드,0,1,1,1,18,2023,좌석 미상
소극장 연극바보들,소극장 연극바보들,74,1,1,1,62,2023,1~300석 미만
스튜디오로그,스튜디오로그,50,1,1,1,41,2023,1~300석 미만
인터플레이 [대전],인터플레이 [대전],80,1,1,1,65,2023,1~300석 미만
앙트르뽀,앙트르뽀,0,1,1,1,14,2023,좌석 미상
인천문화아트홀,인천문화아트홀,120,1,1,1,48,2023,1~300석 미만
서울대학교,대운동장,0,0,0,0,0,2023,좌석 미상
서울대학교,특설무대,0,0,0,0,0,2023,좌석 미상
서울대학교,제1파워플랜트,0,1,1,1,30,2023,좌석 미상
서울대학교,인문소극장,115,0,0,0,0,2023,1~300석 미만
서소문성지 역사박물관,콘솔레이션 홀,0,2,2,2,34,2023,좌석 미상
소극장 플랫폼74,소극장 플랫폼74,70,4,4,15,58,2023,1~300석 미만
클라라하우스,클라라하우스,0,4,4,4,19,2023,좌석 미상
청년창조발전소 고고씽 JOB,공연장(3층),60,2,2,2,65,2023,1~300석 미만
문엔트리,문엔트리,0,6,0,15,44,2023,좌석 미상
아트팩토리 봄,아트팩토리 봄,82,1,0,3,28,2023,1~300석 미만
MEG아트홀,MEG아트홀,70,4,4,4,18,2023,1~300석 미만
코스모스아트홀,코스모스아트홀,220,1,1,1,31,2023,1~300석 미만
아트그라운드 플래닌,아트그라운드 플래닌,232,1,0,8,51,2023,1~300석 미만
꼬뮨(Commune),꼬뮨(Commune),0,1,1,1,19,2023,좌석 미상
마법의정원,마술공연장,100,1,0,6,27,2023,1~300석 미만
서울숲 스튜디오301,서울숲 스튜디오301,0,2,1,4,23,2023,좌석 미상
스페이스 미조,스페이스 미조,0,1,1,2,37,2023,좌석 미상
스튜디오 블루,스튜디오 블루,180,1,0,7,43,2023,1~300석 미만
H-스테이지,H-스테이지,100,1,1,1,24,2023,1~300석 미만
월드컵타운(구. 미리내 마술극단 [인천]),월드컵타운(구. 미리내 마술극단 [인천]),0,1,0,3,10,2023,좌석 미상
월드컵타운(구. 미리내 마술극단 [인천]),월드컵타운 7층,0,1,0,7,45,2023,좌석 미상
책방 우주소년,책방 우주소년,0,1,1,1,15,2023,좌석 미상
에이치아츠(H-Art),스튜디오,0,1,1,1,14,2023,좌석 미상
에이치아츠(H-Art),콘서트홀,30,1,1,1,23,2023,1~300석 미만
청담 예인아트홀,청담 예인아트홀,0,3,3,11,57,2023,좌석 미상
썸컴퍼니앤 광태소극장,썸컴퍼니앤 광태소극장,80,1,1,2,43,2023,1~300석 미만
더 리버사이드 호텔,콘서트홀,810,1,1,1,26,2023,"500~1,000석 미만"
더 리버사이드 호텔,노벨라홀,270,1,1,1,26,2023,1~300석 미만
더 리버사이드 호텔,몽블랑홀,270,0,0,0,0,2023,1~300석 미만
더 리버사이드 호텔,그랜드홀,276,0,0,0,0,2023,1~300석 미만
